Text;ADJ;ADVB;INTJ;NOUN;PREP;VERB
"раздается звонок на лестнице: князь, не замечаемый княгиней, поспешно вбегает в среднюю дверь; останавливается на короткое время, приложив мизинец к губам, потихоньку кладет шляпу на стул, снимает перчатки и, потирая руки, подкрадывается на цыпочках к княгине. он лет тридцати пяти, с длинными волосами, взбитыми на висках в пукли; с очень большими, но коротко подстриженными бакенбардами и с лорнетом в глазу; на нем черный фрак, черный галстух, белый атласный жилет с серебряным шитьем, лаковые сапоги и желтые перчатки";0.10526315789473684;0.042105263157894736;0.0;0.29473684210526313;0.15789473684210525;0.07368421052631578
князь, подкравшись сзади к княгине, вдруг закрывает ей глаза руками;0.0;0.16666666666666666;0.0;0.3333333333333333;0.08333333333333333;0.08333333333333333
иронически;0.0;0.0;0.0;1.0;0.0;0.0
с неудовольствием передергивая плечами;0.0;0.0;0.0;0.5;0.25;0.0
обиженный;1.0;0.0;0.0;0.0;0.0;0.0
обиженный;1.0;0.0;0.0;0.0;0.0;0.0
в сердцах;0.0;0.0;0.0;0.5;0.5;0.0
поспешно выпивая остаток шоколата;0.0;0.25;0.0;0.5;0.0;0.0
рассеянно;0.0;1.0;0.0;0.0;0.0;0.0
всматриваясь в него;0.0;0.0;0.0;0.0;0.3333333333333333;0.0
с упреком;0.0;0.0;0.0;0.5;0.5;0.0
в это время барон, вошедший без доклада, прячется за портьеру, из-за которой по временам выглядывает в продолжение разговора;0.043478260869565216;0.0;0.0;0.30434782608695654;0.30434782608695654;0.08695652173913043
с замешательством;0.0;0.0;0.0;0.5;0.5;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
смотря на него со вниманием;0.0;0.0;0.0;0.2;0.4;0.0
с проницательностью;0.0;0.0;0.0;0.5;0.5;0.0
переменяя тон;0.0;0.0;0.0;0.5;0.0;0.0
складывая руки на груди и медленно подходя к княгине;0.0;0.1111111111111111;0.0;0.3333333333333333;0.2222222222222222;0.0
княгиня молчит, рассматривая гравюру;0.0;0.0;0.0;0.4;0.0;0.2
с притворной рассеянностию;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
подходя еще ближе, со скрещенными руками на груди;0.1111111111111111;0.0;0.0;0.2222222222222222;0.2222222222222222;0.0
по-прежнему;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0
пораженный;0.0;0.0;0.0;0.0;0.0;0.0
садится за стол и начинает ужинать;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.5
вслушиваясь и недоверчиво обводя зрителей глазами, к публике;0.0;0.1111111111111111;0.0;0.3333333333333333;0.1111111111111111;0.0
продолжая есть;0.0;0.0;0.5;0.0;0.0;0.0
вставая;0.0;0.0;0.0;0.0;0.0;0.0
в справедливом негодовании;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
обиженный;1.0;0.0;0.0;0.0;0.0;0.0
вне себя;0.0;0.0;0.0;0.0;0.5;0.0
с достоинством;0.0;0.0;0.0;0.5;0.5;0.0
в запальчивости;0.0;0.0;0.0;0.5;0.5;0.0
разрывая в сердцах гравюру;0.0;0.0;0.0;0.5;0.25;0.0
со слезами досады;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
в это время барон, стоявший за портьерой, роняет стул, на котором лежала шляпа князя, и поспешно убегает. шляпа подкатывается к ногам княгини. князь и княгиня в испуге оборачиваются;0.058823529411764705;0.029411764705882353;0.0;0.35294117647058826;0.14705882352941177;0.11764705882352941
княгиня хочет оттолкнуть шляпу;0.0;0.0;0.0;0.5;0.0;0.5
бросается к ней;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333
подымает шляпу в сердцах и бросает ее на стол, накрытый для ужина;0.0;0.0;0.0;0.3076923076923077;0.23076923076923078;0.15384615384615385
после небольшого молчания;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
подходит к столу, на котором накрыт ужин;0.125;0.0;0.0;0.25;0.25;0.125
рассматривает кушанья;0.0;0.0;0.0;0.5;0.0;0.5
недоверчиво к публике;0.0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0
быстро оборачиваясь к ней;0.0;0.25;0.0;0.0;0.25;0.0
обиженный;1.0;0.0;0.0;0.0;0.0;0.0
с отчаянием;0.0;0.0;0.0;0.5;0.5;0.0
сдерживая слезы;0.0;0.0;0.0;0.5;0.0;0.0
падает в обморок;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
вполголоса, суетясь возле жены;0.0;0.4;0.0;0.2;0.0;0.0
прыскает в нее водой;0.0;0.0;0.0;0.5;0.25;0.25
очнувшись;0.0;0.0;0.0;0.0;0.0;0.0
поспешно прикалывает распахнувшийся платок на груди;0.0;0.16666666666666666;0.0;0.3333333333333333;0.16666666666666666;0.16666666666666666
"входит барон, держа под мышкой картон умеренной величины. барон лет сорока; одет просто, но со вкусом. князь и княгиня оборачиваются. барон жмет, улыбаясь, руку князя и целует в лоб княгиню";0.05263157894736842;0.0;0.0;0.3684210526315789;0.07894736842105263;0.10526315789473684
на ухо княгине;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
радостно;0.0;1.0;0.0;0.0;0.0;0.0
насмешливо;0.0;1.0;0.0;0.0;0.0;0.0
нетерпеливо;0.0;1.0;0.0;0.0;0.0;0.0
с ласковой усмешкой, подавая ей картон;0.14285714285714285;0.0;0.0;0.2857142857142857;0.14285714285714285;0.0
взволнованная;0.0;0.0;0.0;0.0;0.0;0.0
торопливо разбирает кружева;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
обидевшись;0.0;0.0;0.0;0.0;0.0;0.0
целует барона;0.0;0.0;0.0;0.5;0.0;0.5
самодовольно;0.0;1.0;0.0;0.0;0.0;0.0
указывая на шляпу;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
по-прежнему;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0
с достоинством;0.0;0.0;0.0;0.5;0.5;0.0
прерывая его;0.0;0.0;0.0;0.0;0.0;0.0
останавливая ее повелительным знаком руки;0.2;0.0;0.0;0.4;0.0;0.0
князю;0.0;0.0;0.0;1.0;0.0;0.0
"княгиня хочет его поцеловать; он ее удерживает";0.0;0.0;0.0;0.125;0.0;0.375
вынимает из заднего кармана 22 № «москвитянина» 1852 года и читает в отделе критики, на стр. 39, следующее;0.08695652173913043;0.0;0.0;0.2608695652173913;0.13043478260869565;0.08695652173913043
потупившись;0.0;0.0;0.0;0.0;0.0;0.0
с замешательством;0.0;0.0;0.0;0.5;0.5;0.0
некоторое время они смотрят друг на друга в нерешительности. барон подает им знак рукою: они бросаются друг другу в объятия;0.045454545454545456;0.0;0.0;0.5;0.13636363636363635;0.13636363636363635
они целуются;0.0;0.0;0.0;0.0;0.0;0.5
утирая слезы;0.0;0.0;0.0;0.5;0.0;0.0
бросаются ему на шею;0.0;0.0;0.0;0.25;0.25;0.25
целуют его;0.0;0.0;0.0;0.0;0.0;0.5
сажая барона за стол;0.0;0.0;0.0;0.5;0.25;0.0
все садятся и ужинают;0.25;0.0;0.0;0.0;0.0;0.5
после довольно продолжительного молчания;0.25;0.25;0.0;0.25;0.25;0.0
занавес падает;0.0;0.0;0.0;0.5;0.0;0.5
"сцена представляет восхитительное местоположение в окрестностях древних афин, украшенное всеми изумительными дарами древней благодатной греческой природы, то есть: анемонами, змеями, ползающими по цистернам; медяницами, сосущими померанцы; акамфами, платановыми темнопрохладными наметами, раскидистыми пальмами, летающими щурами, зеленеющим мелисом и мастикой. вдали виден акрополь, поражающий гармонией своих линий. на первом плане, у каждой стороны сцены, стоит по курящемуся жертвеннику на золоченом треножнике. сцена пуста. немного погодя из глубины сцены выходят, с противоположных сторон, два философа: клефистон и стиф. оба в белых хламидах, с гордою осанкою и с пластическими телодвижениями. медленно переставляя ноги, так что одна всегда остается далеко позади другой, они сближаются постепенно к середине сцены, приостанавливаются, указывают друг другу на жертвенник своей стороны и направляют к тому жертвеннику свои тихие шаги. дойдя до жертвенников, они останавливаются, возлагают одну руку на жертвенник и начинают:";0.15853658536585366;0.04878048780487805;0.006097560975609756;0.3048780487804878;0.0975609756097561;0.06707317073170732
показывает руками;0.0;0.0;0.0;0.5;0.0;0.5
оба, смотря друг на друга, выдвигают: один левую, другой правую ногу;0.26666666666666666;0.0;0.0;0.2;0.06666666666666667;0.06666666666666667
оба, смотря друг на друга, закидывают дугообразно: один левую, другой правую руку;0.3125;0.0;0.0;0.1875;0.0625;0.0625
оба пластически откидываются: один влево, другой вправо;0.2222222222222222;0.3333333333333333;0.0;0.0;0.0;0.1111111111111111
оба поспешно отодвигают выдвинутую ногу;0.0;0.2;0.0;0.2;0.0;0.2
оба принимают прежнее спокойное положение, опустив опять одну руку на жертвенник;0.25;0.08333333333333333;0.0;0.25;0.08333333333333333;0.08333333333333333
разгорячась;0.0;0.0;0.0;0.0;0.0;0.0
с самодовольством;0.0;0.0;0.0;0.5;0.5;0.0
со злобой;0.0;0.0;0.0;0.5;0.5;0.0
с гордостью;0.0;0.0;0.0;0.5;0.5;0.0
самоуверенно;0.0;1.0;0.0;0.0;0.0;0.0
со спокойным торжеством и с сознанием своего достоинства;0.25;0.0;0.0;0.375;0.25;0.0
изящно изгибаясь всем станом, опирается локтем правой руки на кулак левой, будто на урну, выказывая таким образом пластическую выпуклость одного бедра и одной лядвеи;0.25925925925925924;0.037037037037037035;0.0;0.3333333333333333;0.07407407407407407;0.037037037037037035
клефистон бросает на стифа завистливый взгляд. постояв так немного, они оба отворачиваются от своего жертвенника к противоположному, заднему углу стены и, злобно взглядывая друг на друга, направляются туда столь же медленно, как выходили на сцену. с уходом их сцена остается пуста. по цистернам ползают змеи, а медяницы продолжают сосать померанцы. акрополь все еще виден вдали;0.1076923076923077;0.09230769230769231;0.0;0.24615384615384617;0.1076923076923077;0.12307692307692308
зарницкин и дашенька входят;0.0;0.0;0.0;0.5;0.0;0.25
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
хочет поцеловать;0.0;0.0;0.0;0.0;0.0;1.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
те же и митяй;0.25;0.0;0.0;0.25;0.0;0.0
тихо даше;0.0;0.5;0.0;0.5;0.0;0.0
отходя с митяем;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
одна;1.0;0.0;0.0;0.0;0.0;0.0
дашенька и митяй;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
глядя в окошко;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
те же и мезецкий;0.25;0.0;0.0;0.25;0.0;0.0
встречая мезецкого;0.5;0.0;0.0;0.0;0.0;0.0
уходит;0.0;0.0;0.0;0.0;0.0;1.0
дашенька и мезецкий;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
те же и зарницкин;0.25;0.0;0.0;0.25;0.0;0.0
увидя, что даша смеется;0.0;0.0;0.0;0.2;0.0;0.2
зарницкину тихо;0.0;0.5;0.0;0.5;0.0;0.0
уходит;0.0;0.0;0.0;0.0;0.0;1.0
мезецкий и зарницкин;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
ему;0.0;0.0;0.0;0.0;0.0;0.0
вынимая часы;0.0;0.0;0.0;0.5;0.0;0.0
видя, что пули нет на часах;0.0;0.0;0.0;0.2857142857142857;0.14285714285714285;0.0
глядит в окошко;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
уходит;0.0;0.0;0.0;0.0;0.0;1.0
один;1.0;0.0;0.0;0.0;0.0;0.0
мезецкий и дашенька;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
вбегая;0.0;0.0;0.0;0.0;0.0;0.0
те же и княгиня;0.25;0.0;0.0;0.25;0.0;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
садится;0.0;0.0;0.0;0.0;0.0;1.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
княгине;0.0;0.0;0.0;1.0;0.0;0.0
со смехом;0.0;0.0;0.0;0.5;0.5;0.0
видя, что княгиня смеется;0.0;0.0;0.0;0.2;0.0;0.2
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
те же и митяй;0.25;0.0;0.0;0.25;0.0;0.0
вбегая;0.0;0.0;0.0;0.0;0.0;0.0
подает письмо мезецкому;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
читает;0.0;0.0;0.0;0.0;0.0;1.0
митяю;0.0;0.0;0.0;1.0;0.0;0.0
читая;0.0;0.0;0.0;0.0;0.0;0.0
те же и xандрина;0.25;0.0;0.0;0.25;0.0;0.0
те же и зарницкин;0.25;0.0;0.0;0.25;0.0;0.0
с отчаянным видом;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
в сторону;0.0;0.0;0.0;0.5;0.5;0.0
дашеньке;0.0;0.0;0.0;1.0;0.0;0.0
зарницкину;0.0;0.0;0.0;1.0;0.0;0.0
дашеньке;0.0;0.0;0.0;1.0;0.0;0.0
мезецкому;0.0;0.0;0.0;1.0;0.0;0.0
тетке;0.0;0.0;0.0;1.0;0.0;0.0
бежав взять стул, встречается с княгинею;0.0;0.0;0.0;0.2857142857142857;0.14285714285714285;0.2857142857142857
княгине;0.0;0.0;0.0;1.0;0.0;0.0
митяй подвигает стулья;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
разглядывая княгиню;0.0;0.0;0.0;0.5;0.0;0.0
указывая на митяя;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
тихо митяю;0.0;0.5;0.0;0.5;0.0;0.0
с насмешкой;0.0;0.0;0.0;0.5;0.5;0.0
тетке;0.0;0.0;0.0;1.0;0.0;0.0
митяю;0.0;0.0;0.0;1.0;0.0;0.0
даше;0.0;0.0;0.0;1.0;0.0;0.0
зарницкину;0.0;0.0;0.0;1.0;0.0;0.0
показывая на княгиню;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
мезецкому;0.0;0.0;0.0;1.0;0.0;0.0
зарницкому;0.0;0.0;0.0;1.0;0.0;0.0
хандриной;0.0;0.0;0.0;1.0;0.0;0.0
читает;0.0;0.0;0.0;0.0;0.0;1.0
читает;0.0;0.0;0.0;0.0;0.0;1.0
упадает на стул;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
зарницкину;0.0;0.0;0.0;1.0;0.0;0.0
бросаясь на колени;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
уходит с дашею;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
княгиня, мезецкий, зарницкин и митяй;0.0;0.0;0.0;0.5714285714285714;0.0;0.0
с горестью;0.0;0.0;0.0;0.5;0.5;0.0
мезецкому;0.0;0.0;0.0;1.0;0.0;0.0
зарницкин и митяй (который гадает пальцами;0.14285714285714285;0.0;0.0;0.42857142857142855;0.0;0.14285714285714285
увидя митяя;0.0;0.0;0.0;0.5;0.0;0.0
"городская площадь. задний план занят белым фасадом дворца с высокой и широкой террасой; на массивном троне — гигантский король. корона покрывает зеленые, древние кудри, струящиеся над спокойным лицом, изборожденным глубокими морщинами. тонкие руки лежат на ручках трона. вся поза — величавая. в самом низу — у рампы — под высоким парапетом набережной — скамья; к ней с двух сторон спускаются лестницы. скамья на берегу моря, которое узкой полосой подходит издали, слева огибая мыс с площадью и дворцом, и сливается с оркестром и театром, так что сцена представляет из себя только остров — случайный приют для действующих лиц";0.16964285714285715;0.008928571428571428;0.0;0.33035714285714285;0.125;0.0625
солнце не взошло еще. почти в полном мраке шут, в качестве пролога, подплывает с моря, привязывает свою лодку у берега, вынимает из нее удочку и узелок и садится на скамью;0.05714285714285714;0.02857142857142857;0.0;0.34285714285714286;0.17142857142857143;0.14285714285714285
шут садится верхом на рампу и закидывает удочку в оркестр. во время действия его большею частью не видно за боковой занавесью — он появляется только в отдельных сценах;0.06896551724137931;0.06896551724137931;0.0;0.3103448275862069;0.1724137931034483;0.10344827586206896
утро;0.0;0.0;0.0;1.0;0.0;0.0
ночь борется с утром. над берегом чуть видны в сумерках двое неизвестных. первый — в черном — прислонился к белому камню дворца. другой сидит на берегу. третьего не видно: он где-то близко, и слышен только его голос — прерывистый и зловещий;0.16326530612244897;0.08163265306122448;0.0;0.1836734693877551;0.12244897959183673;0.061224489795918366
вместе;0.0;1.0;0.0;0.0;0.0;0.0
хватаясь за голову;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
молчат;0.0;0.0;0.0;0.0;0.0;1.0
молчат. медленно светает;0.0;0.25;0.0;0.0;0.0;0.5
молчат;0.0;0.0;0.0;0.0;0.0;1.0
смотрит на короля;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
молчат. день разгорается;0.0;0.0;0.0;0.25;0.0;0.5
как эхо;0.0;0.0;0.0;0.5;0.0;0.0
совсем рассвело. город просыпается — все слышнее музыка утренних шумов. издали, со стороны моря, ветер доносит стук топоров;0.13636363636363635;0.045454545454545456;0.045454545454545456;0.3181818181818182;0.045454545454545456;0.18181818181818182
они расходятся. третий вынырнул из-за камня. сухими чертами лица и костлявым телом он больше всех похож на птицу;0.2727272727272727;0.0;0.0;0.22727272727272727;0.13636363636363635;0.09090909090909091
на площади перед дворцом начинается гулянье. проходят взад и вперед несколько франтов. идут двое запоздалых рабочих;0.05555555555555555;0.16666666666666666;0.0;0.2777777777777778;0.1111111111111111;0.16666666666666666
торопливо проходят. ветер гонит струйки пыли. бледная женщина продает розы;0.08333333333333333;0.08333333333333333;0.0;0.4166666666666667;0.0;0.25
невдалеке от нее останавливаются юноша и девушка;0.0;0.14285714285714285;0.0;0.42857142857142855;0.14285714285714285;0.14285714285714285
подходит к продавщице роз;0.0;0.0;0.0;0.5;0.25;0.25
дает деньги;0.0;0.0;0.0;0.5;0.0;0.5
продавщица роз уходит;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
наверху встречаются два франта;0.0;0.25;0.0;0.25;0.0;0.25
проходят;0.0;0.0;0.0;0.0;0.0;1.0
они спускаются к морю;0.0;0.0;0.0;0.25;0.25;0.25
она бросает розы в воду. юноша грустным взором следит за легкими движениями возлюбленной;0.07142857142857142;0.0;0.0;0.42857142857142855;0.14285714285714285;0.14285714285714285
средина дня;0.0;0.0;0.0;1.0;0.0;0.0
та же декорация — только краски потускнели и линии сожжены зноем. море неподвижно. горизонт в пар_а_х. на площади немного гуляющих. иногда проходят сторонкой рабочие и оборванцы;0.03333333333333333;0.1;0.0;0.36666666666666664;0.06666666666666667;0.06666666666666667
топоры слабо, но непрерывно стучат вдали;0.0;0.42857142857142855;0.0;0.14285714285714285;0.0;0.14285714285714285
проходят. издали доносится заунывная песня рабочих. идут два франта;0.09090909090909091;0.0;0.0;0.2727272727272727;0.0;0.36363636363636365
проходят. шут бредет с удочкой в руках;0.0;0.0;0.0;0.375;0.25;0.25
уходит за занавес. на скамью садятся зодчий и поэт;0.0;0.0;0.0;0.4;0.2;0.2
песня рабочих едва слышна;0.25;0.25;0.0;0.5;0.0;0.0
прерывая;0.0;0.0;0.0;0.0;0.0;0.0
отдаленный грохот и крики, как будто что-то тяжелое упало в воду. через площадь бегут рабочие;0.10526315789473684;0.0;0.0;0.2631578947368421;0.10526315789473684;0.10526315789473684
восторженно;0.0;1.0;0.0;0.0;0.0;0.0
стук топоров возобновляется;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333
уходит. порыв ветра взметает его широкую одежду. облако желтой пыли застилает площадь, дворец и короля. видно, как из клубов пыли выскакивают маленькие красные слухи. они прыгают и рассыпаются во все стороны. кажется, что ветер свистит, когда они заливаются смехом. сию же минуту в толпе гуляющих раздаются тревожные голоса;0.10344827586206896;0.0;0.0;0.3103448275862069;0.05172413793103448;0.15517241379310345
пыль рассеялась. по-прежнему виден дворец и спокойная фигура старого короля. толпа затихает. гулянье продолжается. вместе с тем в воздухе проносятся освежительные струи, как будто жар спал. плавно и медленно выступает из толпы дочь зодчего — высокая красавица в черных тугих шелках. она останавливается на краю, прямо над скамьей, где сидит убитый тоскою поэт, — и смотрит на него сверху;0.09859154929577464;0.08450704225352113;0.0;0.2676056338028169;0.11267605633802817;0.14084507042253522
смотрит вверх;0.0;0.5;0.0;0.0;0.0;0.5
ветер остановился, и стук топоров затих. некоторое время слышна отдаленная музыка моря, которую прерывает ворчание шута;0.21052631578947367;0.0;0.05263157894736842;0.3684210526315789;0.0;0.15789473684210525
молчание. в то время как дочь зодчего медленно сходит вниз, сцена заволакивается туманом, который оставляет видимым только островок скамьи, где находятся дочь зодчего и поэт;0.06896551724137931;0.10344827586206896;0.0;0.3793103448275862;0.034482758620689655;0.13793103448275862
как будто подул ветер и подвинулся туман — уже нет больше молочной белизны;0.15384615384615385;0.07692307692307693;0.0;0.23076923076923078;0.0;0.15384615384615385
откуда-то проникло солнце. но все еще видна только скамья;0.16666666666666666;0.08333333333333333;0.0;0.16666666666666666;0.0;0.08333333333333333
молчанье снова прерывается ворчливым голосом шута;0.16666666666666666;0.16666666666666666;0.0;0.5;0.0;0.16666666666666666
шут вылезает из-за занавеса. его мерзкий профиль с удочкой на мгновение закрывает влюбленных от театра. потом он поднимается по лестнице наверх и пропадает в тумане;0.034482758620689655;0.06896551724137931;0.0;0.27586206896551724;0.2413793103448276;0.13793103448275862
во время предыдущей сцены море поет все громче. при последних словах туман совсем рассеивается и начинает носиться пыль, в которой шмыгают красные слухи. сквозь возрастающий гул толпы, собирающейся у дворца, снова явственно доносится стук топоров;0.15;0.075;0.025;0.275;0.125;0.15
она поднимается наверх и смешивается с толпой, которая все время глухо ропщет в клубах пыли. поэт, задумчивый, остается внизу;0.13043478260869565;0.13043478260869565;0.0;0.21739130434782608;0.08695652173913043;0.17391304347826086
голоса прерываются странными звуками — точно кто-то всхлипывает. сквозь пыль можно разглядеть шута, который прильнул брюхом к парапету набережной, над самой скамьей, и обоими кулаками зажимает рот, чтобы сдержать хохот;0.08108108108108109;0.02702702702702703;0.0;0.2972972972972973;0.08108108108108109;0.16216216216216217
кричит сквозь гул;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
быстро поднимаясь, смотрит на шута вверх;0.0;0.2857142857142857;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285
покатывается со смеху;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
из-за спины шута высовываются с обеих сторон двое похожих на птиц: один в черном, другой в золотом. они сбегают к поэту;0.11538461538461539;0.0;0.0;0.2692307692307692;0.2692307692307692;0.07692307692307693
черный убегает с проклятиями;0.0;0.0;0.0;0.5;0.25;0.25
кричит;0.0;0.0;0.0;0.0;0.0;1.0
толпа гудит. золотой кланяется поэту;0.16666666666666666;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
быстро всходит наверх. золотой бежит впереди вприпрыжку;0.125;0.5;0.0;0.0;0.0;0.25
толпа гудит;0.0;0.0;0.0;0.5;0.0;0.5
покатываясь со смеху;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
шут вмешивается в толпу. поэт, восходя над толпой на одну из ступеней террасы, говорит среди затихающей народной бури:;0.09090909090909091;0.0;0.0;0.3181818181818182;0.22727272727272727;0.09090909090909091
обращается лицом к толпе. она безмолвна и готова внимать его песням;0.16666666666666666;0.0;0.0;0.25;0.08333333333333333;0.16666666666666666
ночь;0.0;0.0;0.0;1.0;0.0;0.0
"та же декорация. вечереет. свинцовые тучи бегут по небу. издали доносится усиленный стук топоров. через сцену, не переставая, идут люди к морю, огибая дворец. жесты оживленные, глаза блестят; волнение достигло крайней степени. на всех лицах тревога и жадная надежда. один из толпы останавливается и опирается на перила набережной. к нему присоединяется второй";0.13846153846153847;0.0;0.015384615384615385;0.27692307692307694;0.1076923076923077;0.15384615384615385
низко склоняется к перилам;0.0;0.25;0.0;0.25;0.25;0.25
плачет;0.0;0.0;0.0;0.0;0.0;1.0
ответа нет. первый низко склонился на перила. в эту минуту подходит нищая с ребенком на руках;0.1111111111111111;0.05555555555555555;0.0;0.2777777777777778;0.2222222222222222;0.1111111111111111
второй, не обращая на нее внимания, пристально вглядывается в лицо первого. тот совсем склонился на перила и свесил голову. люди идут мимо;0.07692307692307693;0.11538461538461539;0.0;0.2692307692307692;0.11538461538461539;0.15384615384615385
молчание;0.0;0.0;0.0;1.0;0.0;0.0
ребенок начинает плакать. нищая укачивает его, с удивлением отступая. второй охватывает руками первого, склонившегося на перила. тело падает на колени. на чугунной перекладине лежит мертвая голова;0.09375;0.0;0.0;0.28125;0.125;0.1875
опускаясь над трупом, тихо говорит нищей;0.14285714285714285;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285
нищая крестится, пятится и уходит. люди идут мимо. среди них — шут в священнической рясе и капюшоне. он с любопытством приближается к трупу, над которым беспомощно склонился второй;0.09090909090909091;0.06060606060606061;0.0;0.18181818181818182;0.15151515151515152;0.18181818181818182
строго;0.0;1.0;0.0;0.0;0.0;0.0
серьезно;0.0;1.0;0.0;0.0;0.0;0.0
качая головой;0.0;0.0;0.0;0.5;0.0;0.0
порыв ветра распахивает рясу и срывает капюшон с головы шута;0.0;0.0;0.0;0.6;0.1;0.2
сомнительно качает головой;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
щеки шута вздрагивают от смеха. он быстро запахивает рясу. тихо вечереет;0.0;0.15384615384615385;0.0;0.3076923076923077;0.07692307692307693;0.23076923076923078
строго;0.0;1.0;0.0;0.0;0.0;0.0
вокруг них собирается кучка людей из проходящей толпы. все с любопытством стараются взглянуть поближе;0.13333333333333333;0.06666666666666667;0.0;0.26666666666666666;0.13333333333333333;0.2
с изумлением смотрит на шута;0.0;0.0;0.0;0.4;0.4;0.2
на лицах окружающих просыпается ненависть;0.2;0.0;0.0;0.4;0.2;0.2
шут мгновенно распахивает рясу. он как бы вырастает в красной с золотом одежде. над толпою качается его дурацкий колпак;0.09523809523809523;0.047619047619047616;0.0;0.2857142857142857;0.14285714285714285;0.14285714285714285
страшное волнение среди прибывающей толпы. шут потряхивает колпаком, бубенцы звенят;0.08333333333333333;0.0;0.0;0.4166666666666667;0.08333333333333333;0.16666666666666666
толпа шелестит и расходится. мертвого уносят. замирают отдельные восклицания. шут, завернувшись в рясу, снова держит путь в толпе. скоро на сцене не остается никого. отсталые торопливо проходят к молу, где смолкает стук топоров;0.04878048780487805;0.0975609756097561;0.024390243902439025;0.24390243902439024;0.0975609756097561;0.1951219512195122
на площади появляется зодчий;0.0;0.0;0.0;0.5;0.25;0.25
он стоит среди площади и смотрит на короля. справа медленно выходит поэт, направляясь за толпою к морю;0.0;0.10526315789473684;0.0;0.2631578947368421;0.21052631578947367;0.15789473684210525
зодчий смотрит на клубящиеся тучи;0.0;0.0;0.0;0.4;0.2;0.2
ломая руки;0.0;0.0;0.0;0.5;0.0;0.0
зодчий удаляется. поэт спускается к морю и садится на скамью. сумерки быстро сгущаются. рог ветра трубит, пыль клубится, гроза приближается, толпа глухо ропщет вдали, на моле, откуда видны сигнальные огни. вверху, над скамьею, вырастает дочь зодчего. ветер играет в ее черных волосах, среди которых светлый лик ее — как день;0.06349206349206349;0.07936507936507936;0.0;0.31746031746031744;0.09523809523809523;0.15873015873015872
ветер рвет ее черные шелка и мечется в ее волосах. мрак сгущается;0.0;0.0;0.0;0.38461538461538464;0.07692307692307693;0.23076923076923078
бледная молния;0.5;0.0;0.0;0.5;0.0;0.0
